Resp_Pix_NPix;ValorRecebido_Cat;ValorPgto_DivMedia;Flag_Parcel;Seq;Status_Negativacao;Pgto_Atrasado;Dias_Atraso;Dias_Atraso_DivMedia;Dias_Atraso_Cat;Meio_Arrecadacao;Flag_Baixa_Renda;Tarifa_Social;Zona_Urb;Mun_Litoraneo;Tipo_Imovel;Qtd_Cortes_12M;Qtd_Reclam_12M;Empresa
0;76-100 REAIS;1,1;0;2;N;1;29,0;0,9;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;0,9;0;3;N;1;34,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;1,0;0;4;N;1;35,0;1,1;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;26 - 50 REAIS;1,5;0;4;N;1;28,0;0,9;1-30 DIAS DE ATRASO;DIGITAL;1;1;0;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,2;0;4;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;0;0;COMERCIAL;0;0;NCSR
0;201-300 REAIS;1,3;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;201-300 REAIS;1,3;0;2;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,7;0;3;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,7;0;4;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,2;0;1;N;0;0,0;0,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;201-300 REAIS;1,3;0;2;N;0;0,0;0,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,8;0;3;N;1;3,0;4,0;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;+ 500 REAIS;0,6;0;4;N;0;0,0;0,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;1;N;1;35,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;2;N;1;34,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;4;N;1;47,0;1,3;31-60 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;51-75 REAIS;1,2;0;2;N;1;30,0;0,9;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;51-75 REAIS;1,0;0;3;N;1;38,0;1,1;31-60 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;51-75 REAIS;0,9;0;4;N;1;33,0;0,9;31-60 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;1,0;0;1;N;0;0,0;0,0;A VENCER;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;1,0;0;2;N;0;0,0;0,0;A VENCER;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;1,0;0;3;N;1;3,0;4,0;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;1,0;0;4;N;0;0,0;0,0;A VENCER;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;1,4;0;2;N;1;14,0;0,7;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
0;201-300 REAIS;1,1;0;1;N;1;24,0;1,2;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;201-300 REAIS;1,3;0;2;N;0;0,0;0,0;A VENCER;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;3;N;1;24,0;1,2;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,8;0;4;N;1;24,0;1,2;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;5;N;1;27,0;1,4;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;1;N;1;17,0;1,2;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;1,0;0;2;N;1;13,0;0,9;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;1,0;0;3;N;1;14,0;1,0;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;1;N;1;35,0;0,9;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;4;0;NCSR
0;101-200 REAIS;0,8;0;2;N;1;38,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;4;0;NCSR
0;101-200 REAIS;1,2;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;1;1;0;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;2;N;0;0,0;1,0;A VENCER;DIGITAL;1;1;0;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;3;N;0;0,0;1,0;A VENCER;DIGITAL;1;1;0;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;0,7;0;4;N;0;0,0;1,0;A VENCER;DIGITAL;1;1;0;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;1;N;1;78,0;1,6;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;2;N;1;18,0;0,4;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;3;N;1;49,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;4;N;1;48,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;0,9;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;COMERCIAL;0;0;NCSR
0;76-100 REAIS;0,9;0;2;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;COMERCIAL;0;0;NCSR
0;101-200 REAIS;1,2;0;3;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;COMERCIAL;0;0;NCSR
0;76-100 REAIS;0,8;0;1;N;1;38,0;0,9;31-60 DIAS DE ATRASO;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;0,9;0;2;N;1;45,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;3;N;1;45,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,2;0;4;N;1;48,0;1,1;31-60 DIAS DE ATRASO;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;5;N;1;44,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,8;0;1;N;1;21,0;2,6;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;2;N;1;3,0;0,4;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;3;N;0;0,0;0,0;A VENCER;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;1;N;1;30,0;1,5;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;2;N;0;0,0;0,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;3;N;1;19,0;1,0;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;4;N;1;22,0;1,1;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;5;N;1;28,0;1,4;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;1;N;1;41,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;2;0;NCSR
0;101-200 REAIS;1,0;0;3;N;1;48,0;1,1;31-60 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;2;0;NCSR
0;101-200 REAIS;1,0;0;1;N;1;29,0;0,8;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;201-300 REAIS;0,8;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;201-300 REAIS;1,0;0;2;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;< 25 REAIS;0,7;0;1;N;0;0,0;0,0;A VENCER;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,3;0;2;N;1;27,0;1,2;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;3;N;1;22,0;0,9;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;0,8;0;5;N;1;32,0;1,4;31-60 DIAS DE ATRASO;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
0;51-75 REAIS;0,6;0;3;N;1;14,0;0,6;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,2;0;5;N;1;38,0;1,5;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;1,1;0;1;N;1;21,0;1,1;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;1,0;0;2;N;1;21,0;1,1;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
0;51-75 REAIS;0,9;0;3;N;1;16,0;0,8;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;1,5;0;3;N;1;89,0;3,1;+ 60 DIAS DE ATRASO;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
0;< 25 REAIS;0,1;0;4;N;0;0,0;0,0;A VENCER;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;4;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;2;N;1;6,0;1,3;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;3;N;1;6,0;1,3;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;4;N;1;7,0;1,5;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
1;76-100 REAIS;0,9;0;1;N;1;98,0;0,9;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;1;COMERCIAL;1;0;NCSR
1;101-200 REAIS;1,1;0;2;N;1;128,0;1,2;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;1;COMERCIAL;1;0;NCSR
1;101-200 REAIS;1,2;0;3;N;1;103,0;1,0;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;1;COMERCIAL;1;0;NCSR
0;76-100 REAIS;0,9;0;4;N;1;80,0;0,8;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;1;COMERCIAL;1;0;NCSR
1;+ 500 REAIS;0,8;0;5;N;1;110,0;1,1;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;1;COMERCIAL;1;0;NCSR
0;101-200 REAIS;1,1;0;1;N;1;12,0;0,8;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;2;N;1;8,0;0,5;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;3;N;1;17,0;1,2;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;0,9;0;4;N;1;15,0;1,0;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;5;N;1;21,0;1,4;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;1;N;1;39,0;1,1;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;0,9;0;2;N;1;5,0;0,1;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;3;N;1;63,0;1,8;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;0,8;0;4;N;1;31,0;0,9;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;5;N;1;34,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;26 - 50 REAIS;0,6;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;51-75 REAIS;1,0;0;2;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;+ 500 REAIS;1,6;0;3;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,3;0;1;N;1;24,0;1,4;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;51-75 REAIS;0,8;0;2;N;1;17,0;1,0;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;0,9;0;3;N;1;9,0;0,5;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;1;N;1;28,0;1,1;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;2;N;1;25,0;1,0;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;3;N;1;26,0;1,0;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;4;N;1;22,0;0,9;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;2;N;1;49,0;1,1;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;3;N;1;34,0;0,8;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;4;N;1;47,0;1,1;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,7;0;1;N;1;257,0;2,7;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;1;0;NCSR
0;76-100 REAIS;0,9;0;3;N;1;45,0;0,5;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;1;0;NCSR
0;101-200 REAIS;1,3;0;4;N;1;74,0;0,8;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;1;0;NCSR
0;101-200 REAIS;1,0;0;1;N;1;23,0;2,2;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;2;N;0;0,0;0,0;A VENCER;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;4;N;0;0,0;0,0;A VENCER;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;5;N;1;26,0;2,5;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;2;N;1;29,0;1,1;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;3;0;NCSR
0;101-200 REAIS;1,1;0;1;N;1;5,0;1,8;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;2;N;1;3,0;1,1;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;3;N;0;0,0;0,0;A VENCER;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;4;N;1;3,0;1,1;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;1;N;1;39,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;4;0;NCSR
0;101-200 REAIS;1,1;0;2;N;1;39,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;4;0;NCSR
0;101-200 REAIS;0,9;0;3;N;1;40,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;4;0;NCSR
0;101-200 REAIS;1,0;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;2;N;0;0,0;1,0;A VENCER;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;3;N;0;0,0;1,0;A VENCER;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
0;76-100 REAIS;0,8;0;4;N;0;0,0;1,0;A VENCER;DIGITAL;1;0;1;0;RESIDENCIAL;0;0;NCSR
0;26 - 50 REAIS;1,0;0;3;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;26 - 50 REAIS;0,9;0;4;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;1;N;1;56,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;1;N;0;;;+ 60 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;2;N;1;36,0;0,9;31-60 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;3;N;1;41,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;4;N;1;41,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;1;1;1;0;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;2;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;3;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;4;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;201-300 REAIS;1,1;0;1;N;1;27,0;0,9;1-30 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,0;0;2;N;1;34,0;1,1;31-60 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;3;N;1;34,0;1,1;31-60 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;+ 500 REAIS;1,1;0;3;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;COMERCIAL;0;0;NCSR
0;201-300 REAIS;0,9;0;2;N;1;52,0;0,9;31-60 DIAS DE ATRASO;DIGITAL;1;0;1;1;RESIDENCIAL;0;0;NCSR
0;201-500 REAIS;1,2;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;201-500 REAIS;1,0;0;1;N;1;54,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;1;1;0;1;RESIDENCIAL;0;0;NCSR
0;201-500 REAIS;1,0;0;3;N;1;28,0;0,5;1-30 DIAS DE ATRASO;DIGITAL;1;1;0;1;RESIDENCIAL;0;0;NCSR
0;201-300 REAIS;1,3;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;201-300 REAIS;0,9;0;1;N;1;3,0;0,1;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;201-300 REAIS;0,9;0;2;N;1;15,0;0,5;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,8;0;3;N;1;42,0;1,4;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;201-300 REAIS;0,9;0;4;N;1;45,0;1,5;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;< 25 REAIS;1,1;0;2;N;0;0,0;1,0;A VENCER;DIGITAL;1;0;0;1;RESIDENCIAL;0;0;NCSR
0;< 25 REAIS;1,1;0;3;N;0;0,0;1,0;A VENCER;DIGITAL;1;0;0;1;RESIDENCIAL;0;0;NCSR
0;< 25 REAIS;0,2;0;1;N;0;0,0;0,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,8;0;2;N;1;6,0;2,0;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;< 25 REAIS;1,0;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;< 25 REAIS;1,0;0;2;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;201-300 REAIS;2,1;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,4;0;2;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;< 25 REAIS;0,2;0;3;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;< 25 REAIS;0,2;0;4;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;< 25 REAIS;0,5;0;1;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;+ 500 REAIS;1,5;0;4;N;0;0,0;1,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,8;0;3;N;1;13,0;1,5;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
1;101-200 REAIS;0,8;0;4;N;1;22,0;2,6;1-30 DIAS DE ATRASO;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
1;101-200 REAIS;1,0;0;5;N;0;0,0;0,0;A VENCER;DIGITAL;1;1;1;1;RESIDENCIAL;0;0;NCSR
1;76-100 REAIS;0,8;0;1;N;1;98,0;1,5;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
1;76-100 REAIS;1,0;0;2;N;1;69,0;1,0;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,2;0;3;N;1;28,0;0,4;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
1;+ 500 REAIS;1,1;0;4;N;1;72,0;1,1;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,1;0;1;N;1;49,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;COMERCIAL;0;0;NCSR
0;76-100 REAIS;1,0;0;4;N;1;48,0;1,0;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;COMERCIAL;0;0;NCSR
0;< 25 REAIS;0,0;0;1;N;0;;;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;0;RESIDENCIAL;0;0;NCSR
0;< 25 REAIS;0,2;0;1;N;0;0,0;0,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;26 - 50 REAIS;0,3;0;2;N;1;28,0;0,6;1-30 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;0,9;0;3;N;0;0,0;0,0;A VENCER;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,2;0;5;N;1;53,0;1,2;31-60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
0;101-200 REAIS;1,3;0;6;N;1;78,0;1,8;+ 60 DIAS DE ATRASO;DIGITAL;0;0;1;1;RESIDENCIAL;0;0;NCSR
